Tweet	Class
کاجو ذیابطیس کے مریضوں کے لئے انتہائی مفید ہے 	P
ایم کیو ایم کا سندھ حکومت کے بعد آزاد جموں کشمیر حکومت سے بھی علیحدگی کا اعلان ۔ڈاکٹر فاروق ستار	N
یہ جو کچھ لوگ،،،، فرشتوں سے بنے پھرتے ہیں میرے ہتھّے کبھی چڑھ جائیں تو اِنساں کر دوں 	P
صاف چلی شفاف چلی۔۔۔ تحریکِ انصاف چلی 	P
لوگوں سے دھرنے کے لیے چندہ مانگنے والا اپنا 300 کنال کا بنی گالہ کا گھر کیوں نہیں پیج کر دھرنے خرچے پورے کرتا؟	P
 اپ مدعا سمجھے ہی نہیں 	P
نیوز سنگدل شخص نے بیوی اور بچے کو فائرنگ کرکے قتل کردیا: : پاکستان	N
 استیعفیٰ مانگنے والے چندہ مانگنے پر آگئے 	P
لاہور: شہباز شریف نے ۵ ہزار پرائمری سکولز بند کروادئیے ۔ چودھری پرویز الہی	N
 گنجو کا فوٹو شوٹ تو هو گیا نا	P
کاش مفتی محمود اس رات صبر کر لیتے اور قوم اتنے بڑے حادثے سے بچ جاتیکاش ڈیزل پیدا نہ ہوتا	N
 ہیں ؟؟ کیا ہاتھا پائی پر اتر آئے آپ لوگ :ڈ	N
ریاست خلافت اسلام کی محافظ اور مسلمانوں کے امور کی نگہبان ھوتی ھے اگر ان دونوں فرائض کی ادائیگی کو ترک کرتی ھے تو۔۔۔ 	P
کچی شراب پی کر قائم علی شاہ (شہید)ھوگئے پٹواریوں کو اطلاع دی جاتی ہے کہ شاہ جی کی چیتا کو بعد از عصر جلایا جائے گا 	N
الٰہی محبوب کل جہاں کو دل و جگر کا سلام پہنچے نفس نفس کا درود پہنچے ، نظر نظر کا سلام پہنچے صلی اللہ علیہ وسلم	P
لمحہ فکریہ! 	N
حضرت علی رضی اللہ عنہ کہتے ہیں رسول اللہ صلی اللہ علیہ وسلم نے فرمایا: ’’مہدی ہمارے اہل بیت میں سے ہو گا اور۔۔۔ 	P
ڈیزل ہیں تیری آنکھیں دھرنا ہے تیری چیخیں ۔ 	N
دوبئی ٹیسٹ کے پہلے دن پاکستان کی آسٹریلیا کے خلاف بیٹنگ مشکلات کا شکار۔۔ ۔۔۔میچ پی ٹی وی سپورٹس پر براہ راست	N
 رسم قل جلد آذادی چوک میں ادا کی جاے گی	P
: اللہ تعالیٰ ہمیں باعلم اور باعمل بزرگانِ دین کی صحبت نصیب فرمائیں تاکہ ہماری اخلاقی تربیت ہوسکے اور گناہ کے ارادوں کا وہ علاج کرسکیں ۔	P
شکل اس کی تھی دلبروں جيسی خو تھی ليکن ستمگروں جيسی اس کے لب تھے سکوت کے دريا اس کی آنکھيں سخنوروں جيسی	P
جسٹس منصور علی شاہ نے ریمارک؟؟ دیئے ،بتایا جائے عوامی ٹیکسوں سے حاصل ہونے والی رقم کس طرح سیاسی مقاصد کے لئے استعمال کی جا سکتی ہے 	N
وادی ہنزہ میں خواتین کے لیے کوہ پیمائی کا اسکول 	P
انٹرنیشنل اسکواش، عامر اطلس ٹائٹل کے حصول سے محروم رہ گئے 	N
 سلسلہ وار پڑھنے کے لیے 	P
بریکنگ :- دبئی ٹیسٹ، دوسری اننگز، یونس خان کی آسٹریلیا کے خلاف سنچری مکمل بریکنگ :- دبئی ٹیسٹ، یونس خان کی۔۔۔ 	P
 آسٹریلوی ٹیم پاکستان کے سکور سے اب بھی341 رنز پیچھے ہے ۔	P
میاں صاحب بھارت کے خلاف بات کیوں نہیں کرتے ؟پٹواری: ہم نے ایٹم بم بنایا۔	N
نیوز پاکستان عوامی تحریک کے سربراہ طاہر القادری بیرون ملک جائینگے : : : 	P
مسلم لیگ کے پرچم میں دفن کرنے سے کیا بندہ ڈائیریکٹ جنت میں جاے گا ؟ ایک جھوٹا آدمی ہاشمی ہاشمی	N
آج میرے مضمون کا عنوان ہے کہ بھائی صرف وہ ہوتے ہیں جنہیں اللہ نے ہمارا بھائی بنایا ہے کچھ لوگوں کو میرا۔۔۔ 	P
پاکستان کی جانب سے انضمام الحق کی ٹیسٹ کرکٹ میں 25 سنچریاں ہیں 	P
 لبرل اس لئے بنتے ہیں کہ یہاں اقلیت میں ہیں اکثریت میں ھوتے ایران عراق شام کی طرح تو عمر عثمان عائشہ نام رکھنے پر لٹکا دیتے 	P
پنجاب میں ہونے والے ضمنی الیکشن میں حصہ لیں گے : طاہر القادری - سچ ٹی وی 	P
ﺁﺝ ﮐﮯ ﺩﻥ ﻋﺎﺷﻖ ﻧﺒﯽ ﭘﺮ ﻻﺯﻡ ﮨﮯ ﺍﻋﻼﻥ ﮐﺮﯾﮟ ﺍﮮﺑﮭﺎﺭﺕ ﮐﺸﻤﯿﺮ ﮨﻤﺎﺭﺍ ﮐﻞ ﺑﮭﯽ ﺗﮭﺎ ﺍﻭﺭ ﺁﺝ ﺑﮭﯽ ﮨﮯ 	P
 چندے سے انقلاب لانا تھا تو سیاست میں چھولے کھانے آئے ہو ؟؟؟ 	P
امریکا:ویسٹ پام بیچ کے علاقے میں بارش سے نظام زندگی متاثر 	N
جھپٹنا پلٹنا۔۔ پلٹ کر جھپٹنا لہو گرم رکھنے کا ھے اک بہانہ ڈاکٹر طاھر القادری نے اسلام آباد کے دھرنے کو پورے ملک۔۔۔ 	N
پنجاب: مزید 23 افراد ڈینگی وائرس کا شکار 	N
: ساے جتنی ھے ملکیت سب کی ,⁰⁰باقی جو ھے تجاوزات میں ھے ۔	P
اسپورٹس: پاکستان پھرین ٹیسٹ جی بی اننگ 286/2 تی ڈکلیئر کری آسٹریلیا کی 438 رنسن جو ٹارگیٹ ڈئی چھڈیو۔	P
زندگی بھی تو پشیماں ہے یہاں لا کے مجھے ڈھونڈتی ہے کوئی حیلہ مرے مر جانے کا۔ ۔ ۔!!! 	N
کور کمیٹی کے اجلاس میں 30 نومبر کے دھرنے سے متعلق بات کی، شیریں مزاری"	P
 اگر کرپشن کے باوجود ترقی ہونی ہوتی تو کب کی ہو چکی ہوتی۔۔۔	N
سید تو خود مہاجر ہیں ، خورشید شاہ کیسا سید ہے جسے اپنے سید ہونے پر ندامت اور جاگیردار ہونے پر فخر ہے ؟	N
لاہور: آئی جی پنجاب مشتاق سکھیرا کی زیر صدارت آر پی او کانفرنس۔ 	P
اسلام علیکم الله آپ کو خوش اور سلامت رکھے ۔آمین۔ صبح جمعہ مبارک!	P
 ثمینہ صاحبہ خوش آمدید ،ویلکم،جی آیاں نوں فالو یو بیک ایز ریٹرن محبت	P
اب مزا دينے لگا درد محبت مجھ کو مجھ کو اس درد کی اب کوئی دوا مت دينا	N
 کو ئی بات نہیں سب ٹھیک ہوجائیں گے 	P
 بھائی زرداری صاحب سیاست کے بجائے اپنی کرپشن بچا رہے ہیں ۔	N
عربی سیکھو ، اس لیے کہ وہ عقل میں پختگی اور مروّت میں زیادتی پیدا کرتی ھے ۔ سیدنا عمر فاروقؓ	P
راولپنڈی،اے این ایف کی بے نظیر بھٹو انٹر نیشنل ایئر پورٹ اسلام آباد سمیت مختلف شہروں میں کاروائیاں 6کروڑ روپے سے … 	N
 یار کرپشن ایک ایشو ہے ۔ اقربا پروری، فنڈز کا ناجائز استعمال، تھانہ اور پٹواری کلچر بہت چیلنجز ہیں ۔	N
ﺑﻴﺸﮏ ﺍللہ ﻟﻮﮔﻮﮞ ﭘﺮ ﮐﭽﮫ ﻇﻠﻢ ﻧﮩﻴﮟ ﮐﺮﺗﺎ ﮨﺎﮞ ﻟﻮﮒ ہیﺍپنی ﺟﺎﻧﻮﮞ ﭘﺮ ﻇﻠﻢ ﮐﺮﺗﮯ ﮨﻴﮟ ﺳﻮﺭﮦ ﯾﻮﻧﺲ 44	P
 بجلی کٹ گیَ ، لہذا چندہ براے َ ڈیزل ہے میرے چندہ	N
عمران خان صاحب کو 30اور 31 اگست کی درمیانی شب یقینا یاد ہو گی جب انکے رفقاءاور کارکنان جلسے کے بعد وہاں سے جا چکے ۔۔۔ 	P
آج ایک نئی پیپلز پارٹی کی خبریں گردش کر رہی ہیں 	P
طاہر القادری محرم الحرام میں یورپ اور شمالی امریکا کا دورہ کریں گے ، ذرائع قادری پردیسی ہونے لگاہے ؟*	P
لیاری گینگ وار کے اہم کردار شکیل بادشاہ کا قریبی ساتھی الطاف بابا گرفتارکراچی پولیس نے لياری گینگ وارکے اہم۔۔۔ 	N
حکومت سیاسی قائدین کوتحفظ دینے میں ناکام ہوچکی ہے ،شیریں مزاری"	N
ہر اک کو اپنی پڑی ہے میری فکر ہی نہیں 	N
لاہور: سروسز ہسپتال میں آئی سی یو قائم کردیا گیا۔ ڈی جی ہیلتھ 	P
مولانافضل الرحمان نے جس طرح عورتوں سے متعلق بات کی ہے وہ انتہائی شرمناک ہے ،شیریں مزاری"	N
 کل سنا ھے جیو نیوز په عمران خان کا پرانا انٹرویو چلایا تھا۔ کیا اب جیو معافی مانگنے والی ھے ؟ ویسے فائده بھی جیوکا اسی میں ھے 	P
اصل بے نیازی و مالداری دل کی بے نیازی و مالداری ہوتی ھے ۔ سیدنا عمر فاروقؓ	P
کوئی بھی شخص اس غلط فہمی میں نہ رہے 	P
صحبت کا بہت اثر ہوتا ہے ۔صحبت کا ملنا بهی بڑے نصیب کی بات ہے 	P
بریکنگ :- سلیم کی گرفتاری کیلئے لیاری اورکورنگی میں چھاپے مارے گئے ،پولیس ذرائع	N
فیصلہ عوام دا پرویز راٹھور حرام دا سیاسی لطیفے 	N
پہلے چاند تارے ' ہوا اور خوشبو' اچھے لگتے تھے ! اب صرف ۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔ تم	P
او جی ڈی سی ایل شیئرز اور سکوک :غیر ملکی ادائیگیوں میں بہتری کی امید: اسلام آباد۔۔۔۔۔۔۔۔۔آئن۔۔۔ 	P
حضرت امام حسین رضی اللہ عنہ 	P
دیکوں دیکوں کون ایا شیر کا شکاری ایا	N
مریم نواز کی یوتھ لون اسکیم کی چیرپرسن تعیناتی کے خلاف درخواست کی ہائیکورٹ میں سماعت	N
السلام علیکم - باغ آزاد کشمیر سے کوئی ساتھی ہوں تو مجھے ان باکس کریں ۔ جزاک اللہ	P
قادری کے اعلان کے بعد دھرنے کے آخری مناظر : چند لمحات پہلے لی گئی کچھ تصاویر 	P
کپتان مصباح الحق کا کہنا ہے کہ وہ اپنی کارکردگی سے بہت مطمئن ہیں ، کینگروز کے خلاف کامیابی کے لیے نئے کھلاڑیوں کو اعتماد دینا ہوگا۔	P
چندہ نہ دینے والے جانور ہوتے ہیں (بالوزن جو سیاسی نہیں ہوتا، وہ جانور ہوتاہے )فرمودات فریڈرک عمران اینجلز خان	N
بوٹسوانہ:این خامہ دوسری مرتبہ ملک کے جمہوری صدر منتخب بوٹسوانہ: ڈیموکریٹک پارٹی نے عام انتخابات میں 53 میں سے 33 نشستیں حاصل کیں 	P
 دیکھیں یہ بات بالکل درست ھے ۔ سڑکیں بلاک کرنا کسی طور درست نہیں ۔ لیکن انکا نام ٹویٹر پر یا حقیقی زندگی میں احترام سے لینا چاھئے ۔	N
یہ دقیق اور باریک گتھی اپ ہی سلجھائیں 	P
تحریکِ انصاف کے دوست دل کھول کر برا بھلا کہیں ،گالیاں دیں ۔۔۔لیکن وقت آئے گا کہ ثابت ہو جائے گا کہ ہمارا فیصلہ ہم۔۔۔ 	N
یہی دل تھا کہ ترستا تھا مراسم کے لئے اب یہی ترکِ تعلق کے بہانے مانگے ۔ ۔۔۔۔	N
پیار ایک بار ہوگا۔۔۔ بار بار نہیں ہوگا ۔ 	P
پیمرا کے ایکشن پر پرزور مذمت کرتے والوں کو آج سانپ سونگھ گیا کیا؟ کراچی کے اکثر علاقوں میں نیوز چینلز کی نشریات بند	N
بڑے بے آبرو ہو کر تیرے کُوچے سے ہم نکلے ۔۔۔	N
جلسہ ضلع گجرات کی تاریخ کا ناقابل فراموش اور	N
یورپ، کینیڈا اور امریکہ کے عوام اپنے پیسے اور زیور کی سخت حفاظت کریں ورنہ وہاں بھی چندے سے انقلاب آ سکتا ہے 	N
کشمیر کی صورتحال!!! اقوام متحدہ بھی خاموش نہ رہ سکا۔۔۔بھارت کا سخت جواب۔۔۔!!!	N
تاریخ سے سبق سیکھو 	P
دھرنے کے خاتمے پر منفی بیان بازی نہ کی جائے ، وزیر اعظم کی ہدایتاسلام آباد: وزیر اعظم میاں محمد نواز شریف نے ۔۔۔ 	N
 ایک گھنٹے بعد کیا کرو گی؟	O
بعض لوگوں کے دل ان بے پیندے برتنوں کی مانند ھوتے ھیں جن میں خواہ کتنی ھی محبت،خلوص اور توجہ ڈالی جائے ، وہ خالی۔۔۔ 	N
شاہد آفریدی کی آئی ڈی پیزالیون نے نمائشی میچ میں آئی ایس پی آرکو ہرا دیا 	N
سندھ میں ہر قوم اپنی شناخت میں برقرار رہی الطاف حسین نے مہاجر نواز شریف نے پنچابی اور پی پی نے سندھی ووٹ بٹورا جس کا نتیجہ سب کے سامنے ہے 	P
 گو بلو رانی گو سن لو بلاول اب عوام آپ کی کتے جتنا عزت بهی نہیں کرتی	N
بن بلائے آجاتا ہے کبھی سوال نہیں کرتایہ تیرا خیال آخر کیوں میرا خیال نہیں کرتا	N
: تحریک انصاف استعفوں کے موقف پر قائم ہے ،نظام کی تبدیلی چاہتے ہیں ،شیریں مزاری	P
کلاسک ویڈیو گیم کی شکل میں بنایا گیا منفرد کیک!: نیویارک ۔۔۔۔۔۔کیک خواہ سالگرہ کا ہویا کسی اور۔۔۔ 	P
 قادری صاحب اور ڈیل ، ہرگز نہیں ۔	N
ﺍﻧﺴﺎﻥ ﺑﮍﺍ ﮨﯽ ﺳﺨﺖ ﺟﺎﻥ ﮨﮯ ۔ ﺟﺲ ﺑﺎﺕ ﮐﺎ ﺗﺼﻮﺭ ﺑﮭﯽ ﺑﺮﺩﺍﺷﺖ ﻧﮩﯿﮟ ﮐﺮ ﺳﮑﺘﺎ ۔ ﺟﺐ ﻭﮦ ﺣﻘﯿﻘﺖ ﺑﻦ ﮐﺮ ﭨُﻮﭦ ﭘﮍﺗﯽ ﮨﮯ ﺗﻮ ﭼُﭗ ﭼﺎﭖ ﺑﺮﺩﺍﺷﺖ ﮐﺮ ﻟﯿﺘﺎ ﮨﮯ۔۔۔!	N
ایبولا وائرس سے ہلاکتوں کی تعداد 4 ہزار 877 ہوگئی، ڈبلیو ایچ او 	N
ﺯﻧﺠﯿﺮ ﮐﻮﺋﯽ ﻻ ﻣﺮﯼ ﻭﺣﺸﺖ ﮐﮯ ﺑﺮﺍﺑﺮﺍﮎ ﺗﯿﺮﮮ ﮐﮩﮯ ﺳﮯ ﺗﻮ ﭨﮭﮩﺮﻧﮯ ﮐﺎ ﻧﮩﯿﮟ ﻣﯿﮟ	N
دس روپے کے بعد یہ اب کالے بکرے کی سری بھی مانگیں گے ۔چندے سے انقلاب 	N
کاش مجھے ڈیزل مولانا بنایا ہوتا یا دھرنے سے قادری کی جگہ مجھے اٹھایا ہوتا 	P
 اس بطح کے منہ والے سے سوہنا تو میں ہوں :))) کیسے سمجھ آئے ؟	P
مارڈالے گایہ احساس مجھے اجنبی ہوگیا لہجہ اپنوں کا	N
پاکستان مسلم لیگ ن کا یہ انتخابی ترانہ 	P
: ڈھائی سو ارب روپے سگریٹ میں پھونک دیے ۔۔۔۔جو مفت کے پیئے ؟؟ 	N
میاں صاحب اس پیغام میں ہے ایک بار ضرور دیکھیں اور شئیر کرنے میں کنجوسی نہ کریں ویڈیو دیکھیں 	N
جو طلب پہ عہدِ وفا کیا، تو وہ آبروئے وفا گئسرِ عام جب ہوئے مدّعی تو ثوابِ صدق و صفا گیا	N
یکم محرم الحرام یوم فاروق اعظم رضی الله عنه ملک بھر میں مذهبی عقیدت و احترام سے منایا جاے گا سیدنا عمر فاروق	P
سیالکوٹ : پاکستانی فورسز نے بھارتی فائرنگ کا منہ توڑجواب دیا،آئی ایس پی آر	N
لاہور: طاہر القادری کی ماڈل ٹاون مِن واقع رہائش گاہ کے اطراف سیکورٹی الرٹ۔ 	N
دہشتگردی میں جاں بحق، گریڈ ایک سے 16 کے ملازمین کے اہلخانہ کو 30 لاکھ روپے امداد ملے گی-	N
ایک آدمی نے اپنے بیٹے کو سمجھانے کے لیے اسے ایک شیشے کے سامنے کھڑا کر کے پوچھا بیٹا اس شیشے میں تمہیں کیا نظر آ۔۔۔ 	O
یونین آف جرنلسٹس لاعلمی کی بہترین مثال ہے 	N
 اتفاق سے میں پرچہ حل کرنے کیلئے جارہاہوں ۔۔۔دو بجے پیپر ہء	P
بالی وڈ اداکارہ ریکھا سپر نانی بن گئیں 	P
زاہد‘ یہ میری شوخیِ رندانہ دیکھنا!رحمت کو باتوں باتوں میں بہلا کے پی گیاسر مستیِ ازل مجھے جب یاد آ گئی دنیائے اعتبار کو ٹھکرا کے پی گیا	P
RT: زرداری نے زبان سے چندے کا لفظ منہ سے نکالا تو ٹوٹ پڑے اسکی اپیل پر لوگوں نے سمجھاشاید کہہ رہا ہے چُندے یعنی دیوار میں چُندے 	N
دھرنا ختم کرنے پر عوامی تحریک کے کارکنان پھوٹ پھوٹ کر روپڑے 	N
 تبدیلی آ نہیں رہی تبدیلی آگئی ہے ;)	P
ﺩﺑﺌﯽ ﭨﯿﺴﭧ : ﮐﮭﺎﻧﮯ ﮐﮯ ﻭﻗﻔﮯ ﭘﺮ ﭘﺎﮐﺴﺘﺎﻥ ﮐﮯ 2 ﻭﮐﭧ ﭘﺮ 50 ﺭﻧﺰﺍﻇﮩﺮ ﻋﻠﯽ 24 ﺍﻭﺭ ﯾﻮﻧﺲ ﺧﺎﻥ 14 ﺭﻧﺰ ﭘﺮ ﻧﺎﭦ ﺁﺅﭦ	P
عمران خان کنٹینرسے نکل کراس کی چھت پر پہنچے اورکئی لمحے طاہر القادری کے کنٹینرکی طرف لوگوں کوسامان باندھتا دیکھتے رہے ۔	P
صرف اسلام آباد میں بیٹھے رہنے سے عوام کا شعور بیدار کیا جا سکتا تو ڈاکٹر طاہر القادری۔۔۔ 	P
:تبدیلی ڈول بجانے سے نہیں آتی ، عملی کام کرنے سے آتی ھے ،	P
کہانی آپ اْلجھی ہے کہ اْلجھائی گئی ہے ۔۔۔یہ عقدہ تب کھلے گاجب تماشا ختم ہو گا 	N
ایک سے 16 گریڈ کے ملازمین کے انتقال پر خاندان کو 25 لاکھ روپے دیے جائیں گے -	N
 خان صاحب کے شرمناک اندازگفتگو کے بارے میں کیاکہیں گی شیریں صاحبہ	N
 دماغ کا دلیہ	N
 استعفیٰ دینے کے لئے باغی جتنی ہمّت چاہے 	N
بتاوُ کیسا لگتا ہے ؟ کسی ویران رستے پر کسی انجان رستے پر کسی کا ساتھ مِل جاناخوشی کے پھول کِھل جانابتاوُ کیسا۔۔۔ 	N
چھاپہ مار ٹیم نے ٹاپ ٹریٹمنٹ کے نام سے قائم فیکٹری کو سیل کردیا 	N
 انل نریندر: بچوں کے جنسی استحصال کے بڑھتے واقعات باعث تشویش مس۔۔۔ 	N
۱/۲ﺍﮔﺮ ﺍﻧﺴﺎﻥ ﺍﭘﻨﮯ ﺍﻭﺭ ﺍﻟﻠﮧ ﮐﮯﺩﺭﻣﯿﺎﻥ ﺗﻌﻠﻖ ﮐﯽ ﺍﺻﻼﺡ ﮐﺮ ﻟﮯﺗﻮ ﻣﺨﻠﻮﻕ ﺳﮯ ﺗﻌﻠﻖ ﮐﮯ ﻣﻌﺎﻣﻠﮧ ﻣﯿﮟ ﺍﻟﻠﮧ ﺍﺱ ﮐﮯ ﻟﯿﮯ ﮐﺎﻓﯽ ﮨﻮﺟﺎﺗﺎ ﮨﮯ،	P
نبہیا چوہدری کی مبینہ خود کشی ذہنی دبائو کا نتیجہ قرار 	N
پوتن نے روس اور اسرائیل کے دوستانہ تعلقات میں نیتن یاہو کے بڑے کردار کو بے حد سراہا 	P
 شرمناک پراپگینڈامیرا بھائی جامع گجرات میں پڑھتا ہے اس نے تو ایسی کوئی رپورٹ نہیں دی اس نے 	N
اے اللہ تیری ذات پاک ہے خوبیوں والیاور تیرا نام برکت والااور تیری شان اونچی ہے اور تیرے سوا کوئی معبود نہیں ۔<3 	P
اگر تحریک انصاف اسمبلیوں سے استعفے دیدے گی تو یہ سیٹیں ن لیگ، مولانا فضل الرحمان، اے این پی، ایم کیوایم کے پاس چلی جائیں گی 	P
رسول اللہ صلی اللہ علیہ وسلم نے سودکھانے والے ، اس کے وکیل، اسکے کاتب اور اس کے گواہ پر لعنت فرمائی ہے اور فرمایا کہ وہ سارے برابر ہیں (مسلم)	P
 رو عمران رو ۔۔یہ قوم بے حس۔۔ڈھیٹ ۔۔اور بے غیرت ہو چکی ۔اسے احساس نہیں ہو سکتا کے کرپٹ حکمران انکے ساتھ کیا کرتے 	N
 راؤ جانی اس پر روشنی ڈالے گا ، میرے لیول سے اوپر کی گیم ہے یہ	N
مسائل سے آگاہی کا شور تو آپ بهی دل کهول کر بیان کرتے ہیں آپ کیوں کوئ حل نہیں بتاتے ؟یہ ملک صرف سیاست دانوں کا ہی ہے جاوید چوہدری صاحب؟	N
حضرت عمرؓ نے سعد بن وقاصؓ کے نام فاروقی حکم نامے میں لکھا جومال تقسیم کے بعد بچ جائے اسے قرآن کی تعلیم حاصل کرنے والوں کو دے دینا۔ مشاہیر الاسلام	P
 آج ایک پٹواری کہتا اسلام کہتا ہے اگر کوئی گھر سے بھاگ کے غلط کام کر لے تو انکی آپس میں شادی کروا دو۔یہ کونسا اسلام ہے ؟	N
 کام بھی ایک جیسے ہوتے ہیں 	N
کوئی آہٹ، کوئی جنبش، کوئی دستک نہیں ہوتیہمارے شہرِ ویراں میں بڑی فرصت کا موسم ہے !	N
جب کسی کو یہ اندازہ ہوجائے !!کہ ہم اس کے بغیر ادھورے ہیں وہی لوگ آپ کا مذاق بنا کر آپکو ادھورا چھوڑ جاتے ہیں !!!زویہ	N
 میں کب کا چکا ہوں ہوائیں مجھے نہ دو	N
ﻣﺮﯾﻢ ﻧﻮﺍﺯﮐﯽ ﯾﻮﺗﮫ ﻟﻮﻥ ﺍﺳﮑﯿﻢ ﮐﯽ ﭼﯿﺮﭘﺮﺳﻦ ﺗﻌﯿﻨﺎﺗﯽﮐﮯﺧﻼﻑ ﺩﺭﺧﻮﺍﺳﺖ ﮐﯽ ﮨﺎﺋﯿﮑﻮﺭﭦ ﻣﯿﮟ ﺳﻤﺎﻋﺖﻣﺮﯾﻢ ﻧﻮﺍﺯ ﮐﯽ ﺗﻘﺮﺭﯼ ﮐﺲ ﺑﻨﯿﺎﺩ ﭘﺮ ﮐﯽ ﮔﺌﯽ؟ﺟﺴﭩﺲ ﻣﻨﺼﻮﺭ ﻋﻠﯽ	N
قرض اتارو ملک سنوارو میں غریب کی شلوار تک اتر گئی مگر قرض مزید بڑھ گیا۔	N
اگر وہ تم سے پیار کرتا ہے تو وہ تمھیں کبھی نہیں چھوڑے گا اور کبھی تمھیں نیچا نہیں دیکھائے گا۔	P
یه لڑکی فاقه کش هوتی تو بدصورت نظر آتی۔	N
جان ليوا تهيں خواهشيں ورنہوصل سے انتظار اچها تها	N
راولپنڈی فتح جنگ میں وین اور ٹینکر کی ٹکر 2 لوگ فوت 10 زخمی جماعت اھلسنت کی طرف سے کراچی میں حضرت عمررضی کی شھادت کے موقعے پر ریلی نکالی گئی	N
 شکریہ لیکن مت ضرور وج گئی ہے ، اب خان صاحب کو بھی خیال کرنا چاھیے 	N
کینیڈا کی پارلیمنٹ میں فائرنگ کی ویڈیو جاری: کینیڈا کی پولیس نے پارلیمنٹ پر حملے کی ویڈیو جاری ۔۔۔ 	N
 کو جواب دینا چائے اب هر غریب کارکنوں کو جو اپنا سب لوٹا کہ سابت قدم رهے ظالموں سے زیادہ ظلم کیا هے بغیر مشورہ لیے دهرنا ختم کر کہ	N
ہمارے ممبر چچا چنگم کی جانب سے بلاول کی کراچی جلسے میں کی گئی تقریر کی زبردست پیروڈی بھابی ہوں میں بھابی ہوں -۔۔۔ 	N
جب زخم ناسور بن جائیں ’ تو زخم لگانے والے کو فراموش کرنا نا ممکن ہوجاتا ہے ۔ یہ بات وہی سمجھ سکتا ہے جو زخم اٹھاتا ہے ۔	N
تم مرو یا جیو اب میں کیا کر سکتا ہوں ؟	N
ﺍﺳﻼﻡ ﺍٓﺑﺎﺩ ﻣﯿﮟ ﻗﺎﺩﺭﯼ ﺩﮬﺮﻧﮯ ﮐﯽ ﺍٓﺧﺮﯼ ﺭﺳﻮﻣﺎﺕ ﺟﺎﺭﯼ ﮨﯿﮟ،ﺍﺱ ﮐﮯ ﺑﻌﺪ ﻗﻞ 23ﺍﮐﺘﻮﺑﺮ ﮐﻮ ﺍﯾﺒﭧ ﺍٓﺑﺎﺩ ﻣﯿﮟ ﮨﻮﮔﺎﺍﻭﺭ ﭘﮭﺮ ﮨﺮ ﺷﮩﺮ ﻣﯿﮟ ﻣﺰﯾﺪ ﺭﺳﻮﻡ ﮨﻮﻧﮕﯽ ۔	N
ﺳﻮﺩﮐﮭﺎﻧﮯ ﻭﺍﻟﮯ، ﺍﺱ ﮐﮯ ﻭﮐﯿﻞ، ﺍﺳﮑﮯ ﮐﺎﺗﺐ ﺍﻭﺭ ﺍﺱ ﮐﮯ ﮔﻮﺍﮦ ﭘﺮ ﻟﻌﻨﺖ ﻓﺮﻣﺎﺋﯽ ﮨﮯ ﺍﻭﺭ ﻓﺮﻣﺎﯾﺎ ﮐﮧ ﻭﮦ ﺳﺎﺭﮮ ﺑﺮﺍﺑﺮ ﮨﯿﮟفرمان S A W W	N
 کراچی میں تمام نیوز چینل کی بندشایم کیو ایم اور پاکستان مسلم لیگ زندہ بادپاکستان ملک ہے شہنشاہوں کا بدمعاشوں کا	N
سائنسدانوں نے حیرت انگیز ’’طلسماتی چھتری ایجاد کرلی via 	P
دنیائے حادثات ہے اک درد ناک گیتدنیا کے حادثات سے گھبرا کے پی گیاکانٹے تو خیر کانٹے ہیں ان سے گلہ ہی کیاپھولوں کی واردات سے گھبرا کے پی گیا	N
جا چکے ھو مگر نہیں جاتے تم تو ہجرت کمال کرتے ھو 	P
 نہیں میں شیو نہیں کرتا، صرف ٹویٹ کرتا ہوں بغیر ٹائپو والی ؛ڈ	N
 کہیں پڑھا تھا جمیعت علما پاکستان بریلوی فقہ کے علما کی ہے ، لیکن یاد نہیں ٹھیک سے ۔ 	N
وچ داڑھی اسلام نہ کوئیبن عملاں قرآن نہ کوئیجے مکراں تو باز نہ آؤے ملاں جیہا بے ایمان نہ کوئیجے گر پا دیوے ۔۔۔ 	N
عمرؓ کے نام لیوا کا ہے نصب العین حق کوشی کبھی باطل کے آگے اس کا سر خم ہو نہیں سکتا سیدنا عمر فاروق	N
لاہور: سعد اختر بھروانہ ڈی آئی جی ٹریننگ تعینات،نوٹی فکیشن جاری"	P
آقا صلی اللہ علیہ و آلہ وسلم کے صحابہ صحبت کی وجہ سے ہی اتنے پختہ ایمان اور یقین والے تهے اور ان میں ان کے مرشد کا عکس تها	P
دبئی ٹیسٹ: پاکستان کے خلاف آسٹریلیا کی آٹھویں وکٹ 170 رنز پر گر گئی	N
ن لیگ وہ پارٹی ہے جوضیاکی بندوق کے زور پہ وبائی مرض کی طرح پهیلیجبکہتحریک انصاف آہستہ آہستہ خوشبو کی طرح اپنا اثر دکھا رہی ہے 	N
اس گاڑی کا نمبر ڈیزل چور ھے چندے سے انقلاب 	N
پراٹھے ، مچھلی، چائے عمران خان کے ساتھ 	P
کتاب - دستک انتساب میری زندگی، ان رشتوں کے نام، جو عجیب بھی ھیں اور غریب بھی - جو محبت اور اذیت کا نایاب۔۔۔ 	P
